company,title,link,description,source
(주)인피닉,Backend팀 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50443137,"백엔드/서버개발, 웹개발, SE(시스템엔지니어), 클라우드, Docker",사람인
(주)이비즈테크,클라우드 사업부 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50438409,"백엔드/서버개발, 웹개발, 정보보안, SE(시스템엔지니어), 인프라",사람인
(주)에프엘이에스,웹 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50412441,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",사람인
"(주)디어유
카카오그룹
코스닥",메세징 서비스 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50426134,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, 인프라",사람인
오픈엣지테크놀로지(주),[IT Infra]IT Administrative Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50431287,"기술지원, 백엔드/서버개발, 보안컨설팅, 웹개발, 정보보안",사람인
"(주)팀프레시
팀프레시그룹",새벽시장 스쿼드 백엔드 개발자 (3년이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50426384,"백엔드/서버개발, 웹개발, 인프라, AWS, JPA",사람인
"(주)팀프레시
팀프레시그룹",WMS스쿼드 백엔드(풀스택) 개발자(경력 5년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50426355,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",사람인
"(주)웅진
웅진그룹
코스피",MS Power Platform Project Leader,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50414971,"백엔드/서버개발, 웹개발, SE(시스템엔지니어), 인프라, DevOps",사람인
"우리에프아이에스(주)
우리금융그룹",미들웨어 운영 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50336691,"백엔드/서버개발, 웹개발, SE(시스템엔지니어), 미들웨어, APM",사람인
주식회사 도브러너,DRM팀 백엔드 개발자 경력 (Backend Engineer),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50463734,"백엔드/서버개발, 웹개발",사람인
"넛지헬스케어(주)
링커리어그룹",[넛지헬스케어] 프론트엔드개발 채용전환형 인턴,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50422648,"앱개발, 웹개발, 유지보수, 퍼블리셔, 프론트엔드",사람인
코리아디지탈(주),"센서모듈 개발관련 회로설계 , 응용프로그램개발자 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50462804,"앱개발, 웹개발, 네트워크, 펌웨어, H/W",사람인
"(주)지지옥션
지지옥션그룹",지지옥션에서 응용 개발자를 모집합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50461049,"데이터엔지니어, 백엔드/서버개발, 유지보수, .NET, MSSQL",사람인
(주)아이오티포헬스,[프론트엔드] 모바일 앱(Flutter) 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50460770,"앱개발, 웹개발, 프론트엔드, RDBMS, Android",사람인
(주)한국정보공작소,[정규직] JAVA 경력직 개발자를 모십니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50460587,"백엔드/서버개발, 웹개발, 프론트엔드, HTML, Java",사람인
(주)위에이알,[SimpleSeed] 프론트엔드 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50339967,"앱개발, 웹개발, 프론트엔드, Android, ECMAScript",사람인
(주)제이디디지털스튜디오,미디어아트 실감콘텐츠 인터랙티브 유니티 언니얼 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50460026,"게임개발, 기술지원, 백엔드/서버개발, 유지보수, SI개발",사람인
(주)메디오피아테크,Java Web 경력 사원 (JAVA / JSP / SPRING) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50223682,"백엔드/서버개발, 웹개발, 프론트엔드, CentOS, HTML",사람인
"보보스링크(주)
상신브레이크그룹
파견·도급·대행",[LOreal/6개월] 외국계대기업 Ecom Operations team채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50458727,"기술지원, 데이터분석가, 데이터엔지니어, 백엔드/서버개발, QA/테스터",사람인
(주)이노스트,C# 윈도우11 업그레이드 설치 프로그램 및 웹 화면개발,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50443180,"백엔드/서버개발, 웹개발, 프론트엔드, SI개발, .NET",사람인
"(주)셀바스에이아이
셀바스에이아이그룹
코스닥",웹 백엔드 개발 및 PL 담당 - 경력 7년 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50458478,"기술지원, 백엔드/서버개발, 웹개발, 유지보수, 프론트엔드",사람인
(주)이롬넷,(주)이롬넷 IT실 플랫폼 개발 담당자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50458348,"백엔드/서버개발, 웹개발, 풀스택",사람인
(주)오상테크놀로지,의료정보포털 웹 애플리케이션 프로그래머(신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50457866,"백엔드/서버개발, 웹개발, 프론트엔드",사람인
"(주)셀바스에이아이
셀바스에이아이그룹
코스닥",웹 백엔드 개발 담당 - 경력 7년 이하,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50406285,"기술지원, 백엔드/서버개발, 웹개발, 유지보수, 프론트엔드",사람인
클로즈코퍼레이션 주식회사,IT 웹 개발자 신입 및 초급개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50444382,"백엔드/서버개발, 웹개발",사람인
"(주)이브릿지
이브릿지그룹",플랫폼개발팀 Backend 개발자 경력모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50429155,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",사람인
(주)펫박스,프론트엔드 개발자_5년 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50430157,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, 반응형웹",사람인
(주)펫박스,Python 백엔드 개발자_6년~8년,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50430173,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, 인프라",사람인
(주)미리비트,아키텍처 PM (15년차 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50432758,"백엔드/서버개발, 웹개발, SE(시스템엔지니어), Kubernetes, Python",사람인
올거나이즈코리아(주),NLP Researcher/Engineer (RAG),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50426957,"데이터분석가, 백엔드/서버개발, 웹개발, 딥러닝, 머신러닝",사람인
(주)펫박스,프론트엔드 개발자_8년 이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50430160,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, 반응형웹",사람인
"(주)엑셈
엑셈그룹
코스닥",빅데이터 시스템 구축 및 운영 담당자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50430047,"데이터분석가, 데이터엔지니어, 웹개발, SE(시스템엔지니어), 데이터마이닝",사람인
아이헤이트플라잉버그스(주),백엔드 개발자 (5년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50429187,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, SE(시스템엔지니어)",사람인
(주)펫박스,Python 백엔드 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50430168,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, 인프라",사람인
올거나이즈코리아(주),[일본근무] DevOps Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50426943,"백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어), 인프라",사람인
"(주)위펀
위펀그룹",Backend Engineer (경력 5~7년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50425930,"백엔드/서버개발, 웹개발, DBA, Java, MariaDB",사람인
(주)쓰리아이,MLOps(머신러닝연구개발)Engineer채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50425954,"데이터분석가, 백엔드/서버개발, 웹개발, SE(시스템엔지니어), 딥러닝",사람인
"(주)위펀
위펀그룹",Backend Engineer (경력 8~12년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50425937,"백엔드/서버개발, 웹개발, DBA, Java, MariaDB",사람인
주식회사 매직스플릿,핀테크 서비스 풀스택 개발자 모집(Flutter/NodeJS),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50416745,"백엔드/서버개발, 앱개발, 네트워크, 미들웨어, 빌링",사람인
"(주)하이컨시
하이컨시그룹",[하이컨시] Web & Server Developer (Junior) 채용 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50212929,"백엔드/서버개발, 웹개발, Java, JPA, React",사람인
(주)디엑스지,[강남역] DXG HW개발,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50372397,"데이터엔지니어, 앱개발, 유지보수, 정보보안, 네트워크",사람인
"(주)크레버스
크레버스그룹
코스닥",[크레버스] AI Biz. Team 백엔드 엔지니어 과장급 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50337177,"게임개발, 백엔드/서버개발, 딥러닝, 머신러닝, Pytorch",사람인
스페이스먼트,AI/ML Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50376162,"데이터엔지니어, 백엔드/서버개발, 데이터마이닝, 딥러닝, 머신러닝",사람인
"(주)제니엘
제니엘그룹
파견·도급·대행",[한화시스템/IDC죽전/파견] 클라우드 인프라 운영 담당자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50337587,"기술지원, 데이터엔지니어, 백엔드/서버개발, 보안컨설팅, DBA",사람인
(주)인디시스템,JAVA 웹 개발자 정규직 신입1명 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50411614,"백엔드/서버개발, 웹개발, 프론트엔드, API, Ajax",사람인
(주)코보시스,서버 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50391475,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, SE(시스템엔지니어)",사람인
메타넷디지털(주),오픈시프트 기반 PaaS 아키텍처 설계,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50392701,"백엔드/서버개발, 웹개발, SE(시스템엔지니어), 인프라, S/W",사람인
"(주)이노그리드
이테크시스템그룹",[이노그리드] D.Tech 센터 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50392154,"백엔드/서버개발, 앱개발, 블록체인, S/W, Javascript",사람인
"(주)이스트시큐리티
이스트소프트그룹",알약 xLLM 제품 개발 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50391763,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, 블록체인",사람인
메타넷디지털(주),DR 시스템 구축 총괄,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50392403,"백엔드/서버개발, 웹개발, SE(시스템엔지니어), 인프라, DevOps",사람인
"(주)웅진
웅진그룹
코스피",JAVA 기반 인사관리 솔루션 개발,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50384956,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",사람인
"(주)웅진
웅진그룹
코스피",M365 개발 리더(PL)채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50384953,"백엔드/서버개발, 웹개발, DBA, MSSQL, Spring",사람인
(주)골든플래닛,"구글클라우드/GWS영업(프리세일즈,계약),GMP 기획 운영",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50302679,"데이터분석가, 데이터엔지니어, 백엔드/서버개발, 보안컨설팅, 정보보안",사람인
"(주)웅진
웅진그룹
코스피",Microsoft Power Platform Developer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50384964,"백엔드/서버개발, 웹개발, SE(시스템엔지니어), 인프라, DevOps",사람인
(주)에프엘이에스,웹 개발자 신입 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50345411,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",사람인
"(주)웅진
웅진그룹
코스피",웹 시스템 설계,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50384977,"백엔드/서버개발, 웹개발, SE(시스템엔지니어), 인프라, DevOps",사람인
"(주)웅진
웅진그룹
코스피",로우코드 웹 기반 시스템 개발/설계,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50384969,"백엔드/서버개발, 웹개발, Java",사람인
대진정보통신(주),웹 진단 모의해킹 (3~6년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50407016,"백엔드/서버개발, 보안컨설팅, 웹개발, 정보보안, CISO",사람인
(주)지티이노비젼,지티이노비젼 정규 개발 인력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50405025,"백엔드/서버개발, 웹개발, 프론트엔드, Java, React",사람인
(주)크리에이티브코드,스마트팩토리 솔루션 구축 백엔드 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50404355,"백엔드/서버개발, 웹개발, 웹마스터, 미들웨어, 빅데이터",사람인
(주)링크컴퍼니,링크텍스프리 IT 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50396772,"기술지원, 백엔드/서버개발, 웹개발",사람인
(주)퍼브,2025 (주)퍼브 플랫폼본부 금융권 JAVA 개발자 정규직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50401775,"백엔드/서버개발, 웹개발, 유지보수, 프론트엔드, SI개발",사람인
"(주)사이버다임
사이버다임그룹",DCS개발본부 Java 개발자 (신입) 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50401675,"기술지원, 백엔드/서버개발, 웹개발, 프론트엔드, SI개발",사람인
"엘비유세스(주)
엘비그룹
파견·도급·대행",[12개월/평균20건/민원X] KB라이프 IT헬프데스크 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50401318,"기술지원, 백엔드/서버개발, 웹개발, 유지보수, QA/테스터",사람인
(주)룰루랩,서버/백엔드 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50385275,"백엔드/서버개발, 웹개발, Java, Kotlin",사람인
"(주)플래티어
코스닥",GitLab 솔루션 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50379298,"기술지원, 백엔드/서버개발, 웹개발, SE(시스템엔지니어), 인프라",사람인
"(주)플래티어
코스닥",[그루비 SaaS 솔루션] AI 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50379303,"데이터분석가, 백엔드/서버개발, 웹개발, 프론트엔드, 딥러닝",사람인
"(주)플래티어
코스닥",이커머스 플랫폼 개발자 (경력직),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50379339,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",사람인
"(주)플래티어
코스닥",ITSM 구축 PM&PL 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50379286,"백엔드/서버개발, 웹개발, 인프라, S/W, AWS",사람인
"(주)이씨에스텔레콤
코스닥",컨택센터 솔루션 풀스택 개발,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50386274,"데이터분석가, 데이터엔지니어, 백엔드/서버개발, 프론트엔드, 솔루션",사람인
(주)카르노플릿,임베디드 소프트웨어 개발자(IoT SaaS),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50381157,"백엔드/서버개발, 웹개발, 인프라, 임베디드, 펌웨어",사람인
엘리오앤컴퍼니(주),헬스케어 시스템 개발자(DB개발자),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50385487,"백엔드/서버개발, 웹개발, DBA, SE(시스템엔지니어), 데이터마이닝",사람인
"(주)플래티어
코스닥",[ECS사업부문] 어플리케이션 아키텍트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50379336,"백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어), 인프라",사람인
(주)메이아이,ML Engineer (ML 엔지니어),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50381271,"데이터분석가, 백엔드/서버개발, 웹개발, DBA, SE(시스템엔지니어)",사람인
"(주)플래티어
코스닥",[ECS사업부문] SI 프로젝트 PM,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50379333,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, ECMAScript",사람인
(주)버추얼랩,백엔드 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50381438,"백엔드/서버개발, 웹개발, Django, Python",사람인
"(주)플래티어
코스닥",UI/UX 테스트 자동화 솔루션 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50379281,"백엔드/서버개발, 웹개발, 인프라, S/W, SAP",사람인
"(주)딥노이드
코스닥",[보안AI사업본부] 백엔드 개발자_경력,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50381369,"백엔드/서버개발, 웹개발, DBA, SE(시스템엔지니어), 클라우드",사람인
(주)잇올,DevOps 엔지니어 과장급[본사],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50383544,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, SE(시스템엔지니어)",사람인
(주)잇올,DevOps 엔지니어 주임급[본사],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50383551,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, SE(시스템엔지니어)",사람인
"(주)비욘드테크
비욘드테크그룹",보안솔루션(MDM) 개발자(선임급 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50372626,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, 인프라",사람인
(주)모던텍,SW팀 웹/서버 경력개발자 정규직 채용(서울),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50396033,"백엔드/서버개발, 웹개발, C#",사람인
(주)아이티씨랩,클라우드 기반 환경 구축 경험 JAVA 청년 개발자 구인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50393313,"백엔드/서버개발, 웹개발, 프론트엔드, CSS, Docker",사람인
(주)헤론헬스정보시스템,.Net Framework 기반 Framework 설계/개발/운영 경험자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50392493,"백엔드/서버개발, 웹개발, 웹마스터, 유지보수, 프론트엔드",사람인
"(주)크라우드웍스
크라우드웍스그룹
코스닥",[크라우드웍스] AI플랫폼팀 AI 소프트웨어 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50361184,"백엔드/서버개발, 웹개발, AI(인공지능)",사람인
해줌,데이터사이언티스트,https://www.rallit.com/positions/2495/%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8,"팀 리딩 (조직 관리 및 운용, 과제별 분석 및 이론적 가이드 제시)머신러닝 및 AI 기법을 활용한 알고리즘 구현 및 API 개발에너지 공급 및 수요 예측 알고리즘 개발VPP 운영 알고리즘 개발
데이터 사이언스 업무 경력 7년 이상 (석사 이상 학위 년수 포함)전공: 데이터사이언스 유관 / 전기공학 석사 이상 학위AI 관련 프로젝트 실무 경험이 있는 분Python을 활용해 최적화 또는 머신러닝 모델을 능숙하게 개발 가능하신 분빅데이터를 기반으로 문제를 논리적으로 의사소통할 수 있는 능력을 갖추신 분동료와의 협업에 능통하신 분
자격요건 전공의 박사 학위데이터팀 운영 경험이 있는 분분산에너지자원, VPP 등 에너지 분야에 대한 데이터 분석 및 모델링 경험이 있는 분최신 기술 및 개발 결과물에 대한 높은 관심과 학습 의지로 빠른 습득력을 지니신 분(dacon, kaggle, SOTA 참가 및 활용 경험)알고리즘을 이용한 웹 또는 API 서비스 제공 경험",rallit
(주)플래스크,(주)플래스크 개발자 (Frontend Software Engineer) 채용,https://www.rallit.com/positions/2643/%EC%A3%BC-%ED%94%8C%EB%9E%98%EC%8A%A4%ED%81%AC-%EA%B0%9C%EB%B0%9C%EC%9E%90-frontend-software-engineer-%EC%B1%84%EC%9A%A9,"VanillaJS (ES6), Typescript, React, Next.js 를 기반으로 한 웹 프론트 개발Typescript 기반의 정적 타입 개발을 하여 안정적인 서비스 개발 진행사용자를 위한 UI/UX 개선을 고민하고 적용
2년 이상 웹 Frontend 개발 경력이 있으신 분SSR, CSR에 대한 기본적인 이해가 있으신 분HTTP 통신에 대한 기본적인 이해가 있으신 분Git 개발 환경 경험이 있으신 분시맨틱 웹, 웹 접근성, 웹 표준, 크로스 브라우징에 대한 지식이나 경험이 있으신 분반응형 웹 개발에 대한 경험이 있으신 분디자인 시스템 개발 경험이 있으신 분
웹 사이트의 성능을 측정, 분석하고 성능 최적화를 위해 지속적으로 고민하시는 분AWS 환경에서의 Front-end 개발 및 배포 경험이 있으신 분지속적인 개발 생산성을 향상을 위한 고민, 개선해 본 경험이 있으신 분대용량 트래픽 서비스 설계/개발/운영 경험이 있으신 분PG 결제 연동 경험이 있으신 분서브컬처 문화에 관심이 있으신 분",rallit
씨드앤,백엔드 개발자 (3년 이상~5년 미만),https://www.rallit.com/positions/3338/%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-3%EB%85%84-%EC%9D%B4%EC%83%81-5%EB%85%84-%EB%AF%B8%EB%A7%8C,"[주요 기술]DevelopmentLanguages: JavaScript, TypeScript, JavaFrameworks: Express.js, Nest.jsVersion Control: GitHubInfrastructureCloud: AWS, AzureContainer: Docker, KubernetesDeployment: JenkinsDatabaseRDBMS: MySQLNoSQL: DynamoDBData PipelineApache KafkaKafka StreamsCollaboration ToolsProject Management: Jira, ConfluenceCommunication: SlackAPI Documentation: SwaggerDocument Management: Notion[주요 업무]RESTful API 설계, 개발 및 유지보수서비스 모니터링 및 성능 최적화데이터베이스 설계 및 쿼리 최적화
Node.js 기반 백엔드 개발 실무 3년 이상 또는 그에 준하는 경력을 가진 분Express.js, Nest.js 프레임워크를 활용한 서비스 개발/운영 경험을 가진 분MySQL 등 RDBMS 설계 및 운영 경험을 가진 분RESTful API 설계 및 개발 경험을 가진 분
TypeScript 기반의 백엔드 개발 경험을 가진 분AWS/Azure 클라우드 환경에서의 서비스 구축 및 운영 경험을 가진 분Docker, Kubernetes를 활용한 컨테이너 기반 서비스 운영 경험을 가진 분Jest, Mocha 등을 활용한 테스트 코드 작성 경험을 가진 분시스템 모니터링 및 로깅 시스템 구축 경험을 가진 분코드 리뷰와 지식 공유에 적극적이며 팀 협업을 중요시하는 분",rallit
씨드앤,프론트엔드 리드 개발자 (6년 이상),https://www.rallit.com/positions/3249/%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EB%A6%AC%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-6%EB%85%84-%EC%9D%B4%EC%83%81,"[주요 기술]코어: React, React-Native, TypeScript상태 관리: TanStack-Query, Jotai스타일링: Emotion패키지 매니저: Yarn[주요 업무]프론트엔드 팀을 리드하며 팀 내 기술 의사결정 주도프론트엔드 내 장애요소 지원 및 기술 부채 관리/해결팀원들의 기술 성장 및 업무 효율 향상 지원React/React Native를 활용하여 앱/웹 서비스 개발사용자 피드백을 반영하여 지속적인 UX 개선 및 성능 최적화
리드 혹은 시니어 포지션에서 팀을 이끈 경험이 있으신 분 (이력서에 팀 리딩 경험을 필수로 기재해주세요!)6년 이상의 React/React Native 개발 경험이 있으신 분HTML, CSS, JavaScript, TypeScript에 대한 깊은 이해가 있으신 분프로젝트 리딩 경험과 업무 프로세스 개선 경험이 있으신 분Agile 환경에서의 협업 및 커뮤니케이션 경험이 있으신 분서비스/제품에 대한 지속적인 개발, 배포, 운영 경험이 있으신 분
리드 혹은 시니어 포지션에서 팀을 이끈 경험이 있으신 분Native(iOS, Android)에 대해 지식이 있고 트러블 슈팅이 가능하신 분IoT 웹/앱 개발 경험이 있으신 분",rallit
이지식스(엠블),[TADA] QA Engineer,https://www.rallit.com/positions/1803/tada-qa-engineer,"주요 업무TH, VN 품질 모니터링서비스의 기능 분석테스트 설계 및 수행업무 프로세스 개선업무 내용Local 이슈 (CS) 모니터링 및 개선점 제안Local OS, Devices 등 과 시장 변화에 대한 정보 수집스프린트에 개발된 사항에 대한 기능 테스트커버리지를 높이기 위한 툴 조사와 적용시나리오 기반의 Test Case 작성
SW 또는 Web / App QA 경력 5년 이하TestCase (또는 Checklist) 설계가 가능한 분애자일 기반의 업무 프로세스를 경험하셨거나 이에 대한 이해가 있으신 분긍정적인 마인드와 유연한 커뮤니케이션 능력 보유ISTQB F/L 이상, CSTS 자격증 보유영어 커뮤니케이션 가능하신 분
(우대) 해외 출장에 거부감이 없는 분(우대) Test Tool(fiddler 등) 및 협업 도구 (JIRA, Github, Notion, Slack) 사용 경험자(우대) 이커머스 분야의 QA 경험, 이해도가 있으신 분",rallit
콘센트릭스 Catalyst,GA/AA 데이터 분석가,https://www.rallit.com/positions/1679/ga-aa-%EB%8D%B0%EC%9D%B4%ED%84%B0-%EB%B6%84%EC%84%9D%EA%B0%80,"글로벌 대기업 Google Analytics 및 Adobe Analytics 데이터 분석 업무GA 및 AA 내 글로벌 데이터 조회/수집/가공데이터를 기반으로 UI/UX최적화, Product/서비스 런칭 등 웹사이트 내 다양한 이슈에 대한 분석, 원인 규명 및 Insight 도출고객사 해외법인 고객들과 커뮤니케이션 (via email)기타 다양한 stakeholder와의 issue handling
AA or GA 경험하신 분 (혹은 배울 열의가 있으신 분)엑셀 및 PPT 작성 능숙하신 분영어 커뮤니케이션 가능하신 분
Google Analytics 혹은 Adobe Analytics 데이터에 대한 In-depth / Ad-hoc 분석 유경험자 (Segment를 활용한 분석에 능한 분)SQL 쿼리문를 활용한 데이터 추출에 능한 분구글 BigQuery를 이용한 데이터 추출 유경험자(글로벌 광고 집행 경험이 있는) 광고 Agency 혹은 GA/AA 컨설팅 업체 유경험자)영어 커뮤니케이션에 능한 자(영어권 해외 유학, 해외 거주 및 교환학생 유경험자)",rallit
