company,title,link,description,source
콘센트릭스 Catalyst,SAP Hybris 개발자,https://www.rallit.com/positions/1680/sap-hybris-%EA%B0%9C%EB%B0%9C%EC%9E%90,"Hybris를 활용한 개발 경험 전문가Hybris 기반의 글로벌 기업 이커머스 구축 프로젝트 진행
과장~부장급 경력자SAP Hybris 기반 사업개발/영업 또는 컬설팅, 개발, PM 경험자SW솔루션 사업, 서비스, 개발 경험
IT 컨설팅, 솔루션 기업 경력 우대",rallit
빅웨이브로보틱스(주),로봇 통합 관제 시스템 프론트엔드 개발자 (5년 이상),https://www.rallit.com/positions/2052/%EB%A1%9C%EB%B4%87-%ED%86%B5%ED%95%A9-%EA%B4%80%EC%A0%9C-%EC%8B%9C%EC%8A%A4%ED%85%9C-%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-5%EB%85%84-%EC%9D%B4%EC%83%81,"전세계 로봇이 연결되어 통합 우녕 관리되는 '솔링크' 시스템 프론트엔드 구축에 참여해요개발 효율성을 위해 프론트, CI/CD, DevOps를 함께 고려해요사용자 경험을 향상시키기 위해 고민하며 제품을 만들어요서비스 성장을 위해 다양한 사람과 함께 협업하고 기여해요
웹 프론트엔드 개발 경험 5년 이상 또는 이에 준하는 실력을 가지고 계신 분React 등 SPA 기반 프레임워크를 이용해 프로젝트를 진행한 경험이 있으신 분FireBase 프로젝트 수행 이력 보유 또는 활용 가능하신 분개발 참여 Reference 및 포트폴리오 제출 필수
컴퓨터공학 전공 혹은 그에 준하는 전공 및 지식을 보유하신 분Flutter 앱 개발 경험이 있으신 분Server Side Rendering, REDIS 등 백엔드 개발 경험이 있으신 분TypeScript와 같은 JS 정적 타이핑 언어 경험이 있으신 분Jotai, Recoil 등 전역 상태관리 패턴을 사용한 경험이 있으신 분새로운 기술에 대한 도전과 경험을 공유하고 함께 성장하는 것을 즐기시는 분오픈소스 기반 웹, API 형태의 개발 경험이 충분히 있으신 분MSA 기반 시스템 개발 경험",rallit
플릭,Founding Backend Engineer,https://www.rallit.com/positions/3294/founding-backend-engineer,"핵심 시스템 설계 및 구축대규모 통화 볼륨에서도 뛰어난 성능을 발휘하는 확장 가능하고 유지보수가 용이한 AI 음성 에이전트 플랫폼의 핵심 구성 요소를 설계하고 개발합니다.기술 통합 주도고객의 기존 시스템, 데이터베이스 및 텔레포니 인프라와 원활하게 통합할 수 있는 유연한 API 솔루션을 구축합니다.머신러닝 파이프라인 최적화AI/ML 팀과 협력하여 음성 모델을 지원하는 인프라를 구현하고 개선하여 빠르고 안정적인 성능을 보장합니다.지속 가능한 엔지니어링개발 문화를 향상시키는 기술 표준, 코드 리뷰 프로세스 및 모범 사례에 기여합니다.고객 배포 지원Forward Deployed Engineer 와 긴밀히 협력하여 고객 요구사항을 이해하고 특정 비즈니스 요구에 맞는 기술 솔루션을 개발합니다.복잡한 기술적 과제 해결실시간 오디오 처리, 자연어 이해, 분산 시스템과 같은 영역에서 발생하는 어려운 문제를 해결합니다.
3년 이상의 소프트웨어 엔지니어링 경험 (풀스택 경험 우대)0에서 1, 1에서 2 단계의 소프트웨어 설계 및 구축 경험빠르게 성장하는 스타트업 환경에서의 업무 경험AI 애플리케이션 개발 2년 이상 경험
텔레포니 시스템, VoIP 또는 WebRTC 경험LLM 기반 애플리케이션 개발 및 최적화 경험, 특히 응답 지연 시간 최적화 및 성능 튜닝자연어 처리, 음성 인식 또는 대화형 AI 관련 배경 지식클라우드 인프라(AWS, GCP, Azure) 및 컨테이너화 기술(Docker, Kubernetes) 활용 능력실시간, 고처리량 시스템 구축 경험AI/ML 인프라 또는 프로덕션 ML 시스템 개발 경험",rallit
TIM Robotics,React.JS (Next.JS) 프론트엔드 엔지니어,https://www.rallit.com/positions/2839/react-js-next-js-%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4,"로봇 제어를 위한 RCS(Robot Control System) Web 개발멀티 로봇 제어를 위한 FMS (Fleet Management System) 개발
React.JS 을 이용한 개발 경험 2년 혹은 동등한 경력이 있으신 분Typescript에 대한 경험이 있으신 분MySQL/PostgreSQL과 같은 관계형 데이터베이스에 익숙하신 분Javascript에 대한 이해도가 높으신 분
스타트업에서 Frontend 개발을 리드해보신 경험이 있으신 분본인만의 테스트 코드 작성에 대한 철학이 있으신 분적극적인 마인드를 갖추신분미세한 Mis-align도 허락하지 않는 꼼꼼함을 갖추신 분직접 서비스를 개발하고 제공해본 경험이 있으신 분",rallit
주식회사 서큘러스,SW개발자 채용,https://www.rallit.com/positions/2876/sw%EA%B0%9C%EB%B0%9C%EC%9E%90-%EC%B1%84%EC%9A%A9,"💡이런 일을 함께 할 거에요.개인용 로봇과 상호동작하는 모바일 기반의 웹 기반 애플리케이션 제작AI를 융합한 교육 관련 서비스 UX 설계 및  웹 기반 애플리케이션 제작로컬 서버 혹은 AWS Cloud 인스턴스의 배포 및 유지보수🛠이런 기술스택과 업무 툴을 사용해요.기술스택 : ES6+, React 16+, tailwindcss, node.js(Fastify), python(fastapi), mongodb(mongoose)업무/협업 툴 : Github, MS teams
React 활용 경험이 있는 분python, Node.js를 활용하여 서버 구축, 관리(백엔드) 경험이 있는 분단순 웹 플랫폼이 아닌, 로봇 기반의 언어-시각-음성 인공지능 기술과 융합된 AI Web Service 에 관심있으신 분
웹 기반 코딩 또는 온라인 교육 소프트웨어 개발 경험이 있으신 분SW관련 학과 또는 공학 전공이신 분",rallit
(주)리코,Sr. Developer,https://www.rallit.com/positions/3241/sr-developer,"• 프론트엔드/백엔드 아키텍처 설계 및 기술 전략 수립• 제품 로드맵 수립 및 기술적 실행 계획 주도• 개발 조직 리드 및 엔지니어링 문화 형성• 핵심 기술 의사결정 및 기술 부채 관리• 확장 가능한 시스템 설계 및 구현• 코드 품질과 개발 생산성 향상을 위한 프로세스 구축
• 5~10년 동안의 웹 서비스 개발 경력을 보유하신 분• React/Vue.js를 활용한 대규모 SPA 개발 및 운영 경험을 보유하신 분• Spring Boot, Kotlin, JPA, QueryDSL을 활용한 백엔드 시스템 설계/개발 경험을 보유하신 분• 5인 이상 개발 파트 리딩 경험을 보유하신 분[주요 기술 스택]• Vue.js, TypeScript, Vite / Kotlin(Java), Springboot, JPA, queryDSL / AWS (CloudFront, EC2, ECS, RDS, S3) / Docker, JUnit5 등 이용하여 웹 서비스 개발
• 시스템 설계, 개발 프로세스 개선, 기술 멘토링 경험을 보유하신 분• 제품 중심의 기술 의사결정 능력을 보유하신 분• Task를 미루지 않고 즉시 실행하여, 높은 업무 몰입도로 성과를 만들어낼 수 있는 분",rallit
플루토스디에스 주식회사,"QA, 테스트 엔지니어",https://www.rallit.com/positions/311/qa-%ED%85%8C%EC%8A%A4%ED%8A%B8-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4,"기획, 디자인을 통해 테스트 계획 수립 및 테스트케이스 작성거래소 Web, App 서비스 전반적인 품질관리운영상의 오류 추적 및 보고결함 및 개선점 파악 및 대응API 테스트
2년 이상 QA 경력을 보유하신 분 (이후에 결정)기획, 디자인, 개발 프로세스 협업 체계에 대한 이해
개발자, 디자이너와 유연한 커뮤니케이션가상자산 관련 서비스 (거래소, 월렛 등) QA 경험프로젝트 계획부터 실행단계까지 전반적으로 참여해 보신 분API 동작에 대한 이해 (Postman등의 도구를 이용한 경험)ios, Android 테스트 경험데이터 조회 및 분석 (SQL)블록체인, 가상자산에 대한 흥미자동화 경험",rallit
빅웨이브로보틱스(주),로봇 통합 관제 시스템 백엔드 개발자 (5년 이상),https://www.rallit.com/positions/2051/%EB%A1%9C%EB%B4%87-%ED%86%B5%ED%95%A9-%EA%B4%80%EC%A0%9C-%EC%8B%9C%EC%8A%A4%ED%85%9C-%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-5%EB%85%84-%EC%9D%B4%EC%83%81,"전세계 로봇이 연결되어 통합 운영 관리되는 '솔링크' 시스템 백엔드 구축에 참여해요개발 효율성을 위해 프론트, CI/CD, DevOps를 함께 고려해요사용자 경험을 향상시키기 위해 고민하며 제품을 만들어요서비스 성장을 위해 다양한 사람과 함께 협업하고 기여해요
경력 : 5년이상AWS 클라우드 환경에서의 서비스 구축Redis 등 비동기 Pub/Sub 처리 시스템 설계 경험RESTful 백엔드 API 개발에 대한 충분한 경험이 있으신 분WebSocket 등 웹기반 통신방법에 대해 충분한 경험이 있으신 분Docker/Kubernetes, ECS/EKS 등 활용 경험 있으신 분Kafka, BigQuery 등 대용량 데이터 처리 시스템 설계 경험이 있으신 분CI/CD를 활용한 소프트웨어 빌드 및 배포에 능숙하신 분오픈소스 기반 웹, API 형태의 개발 경험이 충분히 있으신 분MSA 기반 시스템 개발 경험
로봇과 로봇을 사용한 서비스 및 알고리즘 개발에 관심 있는 분하드웨어-소프트웨어-통신 전반의 시스템 이해 및 설계 능력modbus, serial, TCP/UDP 등 디바이스간 통신에 대한 경험이 있으신 분FastApi 활용 개발 경험이 있는 분통합 관제 및 운영 플랫폼 개발 경험이 있으신 분프로토콜 수립 및 메세지/데이터 표준화에 경험이 있는 분AWS Certification Associate 이상 자격 보유빅데이터 처리 및 활용 서비스 개발/운영 경험",rallit
ms인포테크,iOS 개발자 채용,https://www.rallit.com/positions/1618/ios-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EC%B1%84%EC%9A%A9,"자사 e-커머스 개발 및 유지보수자사 온라인 오더 플랫폼 개발 및 유지보수자사 온라인 입찰 플랫폼 개발 및 유지보수자사 뉴스 플랫폼 개발 및 유지보수신규 앱 개발
5년 이상의 iOS 개발 경력 또는 그에 준하는 경험이 있으신 분Swift 언어에 익숙하고 iOS 주요 컴퍼넌트에 대한 경험과 이해도가 충분하신 분Hybrid / Native 앱 개발 경험이 있는 분서버와 클라이언트 간 Restful개발 경험이 있는 분Git 사용 가능하신 분스토어 앱 배포 및 운영 경험 있는 분레거시코드를 개선하고 새로운 플랫폼 개발에 대해 긍정적인 분
개발에서 소통과 협력이 가장 중요함을 알고 계신 분타인과 자신의 문제를 함께 공유하고 해결하려는 의지가 있으신 분iOS 개발 트렌드에 대한 관심이 많은 분이커머스 서비스 개발 경험이 있는 분",rallit
크몽,Backend Kotlin Developer (5-12년),https://www.rallit.com/positions/2378/backend-kotlin-developer-5-12%EB%85%84,"도메인 주도 설계 및 클린 아키텍처 지향 개발기존 PHP 서비스 운영 및 Kotlin 기반의 마이크로서비스로 전환기존 크몽 프로덕트 유지 보수AWS 기반 제품 인프라 운영 및 모니터링
Kotlin/Java Spring 활용하여 시스템 개발 경험이 있으신 분도메인 주도 설계 & 개발에 대한 이해가 있는 분지속가능한 단위 테스트 개발에 대한 이해가 있는 분기존 시스템의 구조를 분석하여 재작성하고 개선하는 일을 즐기시는 분E-Commerce를 경험하고, 이해하고 있는 분AWS 환경에서 다양한 서비스를 운영하고 구축한 경험이 있으신 분대용량 서비스에 대한 경험이 있으신 분개발팀 이외의 팀과 협업을 하더라도 원활하게 커뮤니케이션 할 수 있는 분동료에게 본인의 지식을 잘 전파 할 수 있는 분지속적으로 자기개발을 하는 분문제에 대해서 심도있게 고민하고, 해결해 본 경험이 있는 분
기존 시스템을 MSA 환경으로 전환한 경험이 있으신 분대용량 서비스 개발 또는 운영 경험이 있으신 분이벤트 드리븐 아키텍처에 대한 경험이 있으신 분",rallit
주식회사 제로엑스플로우,Frontend Engineer(5년 이상),https://www.rallit.com/positions/3072/frontend-engineer-5%EB%85%84-%EC%9D%B4%EC%83%81,"• React.js로 개발된 자사 웹 서비스(1hour) 신규 기능 개발 및 유지/보수
• Frontend 개발 경력 5년 이상(언어 무관)• HTML, CSS, Javascript 중급 이상• 반응형 디자인, 웹 접근성, 웹 표준을 고려한 개발 능력• 개발자, 디자이너, 기확자와 원활한 커뮤니케이션 능력
• React 프로젝트 경험• Redux, Recoil 등의 상태 관리 라이브러리에 대한 이해 및 활용 능력• 테스트 및 CI/CD 경험이 있으신 분• 대규모 사용자 서비스 경험이 있으신 분• webrtc에 능숙하신 분",rallit
(주)코딧,[데이터팀] 백엔드 개발자 인턴 채용 (7월 31일 까지),https://www.rallit.com/positions/2716/%EB%8D%B0%EC%9D%B4%ED%84%B0%ED%8C%80-%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EC%9D%B8%ED%84%B4-%EC%B1%84%EC%9A%A9-7%EC%9B%94-31%EC%9D%BC-%EA%B9%8C%EC%A7%80,,rallit
주식회사 페칭,[페칭] 패션 플랫폼 Node.js 백엔드 개발자 주니어 [보충역],https://www.rallit.com/positions/3063/%ED%8E%98%EC%B9%AD-%ED%8C%A8%EC%85%98-%ED%94%8C%EB%9E%AB%ED%8F%BC-node-js-%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EC%A3%BC%EB%8B%88%EC%96%B4-%EB%B3%B4%EC%B6%A9%EC%97%AD,"백엔드 개발자는 페칭의 기반 기술을 담당하는 매우 중요한 포지션페칭 서비스 Node.js 기반 API 개발Node.js 기반 크롤러 개발관리자 페이지 개발AWS 인프라 구축 및 관리사용 기술 스택백엔드 : Node.js, TypeScript, Nest.js, MySQL (AWS Aurora)인프라 : AWS RDS, ECS, Elastic Cloud, RabbitMQ프론트 : Next.js, React NativeNotion으로 프로젝트 관리 및 Slack으로 소통
기본 CS 지식(OS/Network/DB/Data Structure/Algorithm등)을 보유하고 실무에 활용 가능하신 분여러 Server Language (JS/Python/JAVA/Kotlin/GO/C++ 등)중 1개 이상 능숙한 언어를 보유하신 분여러 Web Framework (Nest/Django/FastAPI/Spring 등)중 1개 이상 능숙하게 사용하실 수 있는 분MySQL(Maria DB)등 RDBMS와 NoSQL 사용 경험 보유Git, SVN등의 버전 관리 시스템 사용 경험 보유웹/앱 서비스 백엔드 시스템 개발 경험 보유다양한 가이드를 통해 능동적으로 업무를 진행하실 수 있는 분여러 상황에서 근본적인 문제를 도출하고 해결하실 수 있는 분
Node.js 백엔드 개발 경험이 있으신 분AWS 인프라 환경에서 서비스 개발 경험 보유Docker 사용 경험 보유웹 크롤러 개발 경험 보유React, Next.js 개발 경험 보유Technical 요소를 담은 내용을 글 또는 대화로 의사전달 하거나 문서화를 할 수 있는 분협업 도구 사용에 능숙하고 이해 관계자와의 능숙한 협업이 가능하신 분",rallit
플레어랩스,CRM 마케팅 솔루션 백엔드(NestJS) 개발자,https://www.rallit.com/positions/3236/crm-%EB%A7%88%EC%BC%80%ED%8C%85-%EC%86%94%EB%A3%A8%EC%85%98-%EB%B0%B1%EC%97%94%EB%93%9C-nestjs-%EA%B0%9C%EB%B0%9C%EC%9E%90,"- NestJS 기반 API 백엔드 서버 개발- Docker 컨테이너 ECS 오케스트레이션- 피크 트래픽을 무중단으로 제어하는 고수준의 서버리스 아키텍처- Elasticsearch 기반 고급 쿼리 및 빅데이터 분석- Kinesis 기반 서버리스 스트림 이벤트 처리 및 분석- 높은 커버리지의 유닛 테스트
- 관련 경력 2년 이상- Node.js 기반 백엔드 개발 관련 충분한 역량 보유- 테스트코드 기반 안정성과 재사용 가능한 수준 높은 코드 작성을 지향하시는 분
- 영어 회화 가능자  우대",rallit
슬릭코퍼레이션,Front-end Engineer,https://www.rallit.com/positions/191/front-end-engineer,"피트니스 기업들을 위한 CRM 개발피트니스 서비스들 이용하는 사용자들의 커뮤니티 서비스 개발
기술 스택 : React, Typescript, Scss, Jest, Storybook, react-testing-library, Webpack, Yarn프론트엔드 실무개발 3년 이상의 경험이 있으신 분Javascript에 관한 깊은 이해를 가지신 분React.js의 동작 원리를 이해하고 이를 활용한 웹사이트 개발 경험이 있으신 분다양한 viewport를 지원하는 반응형 웹사이트 개발 경험이 있으신 분웹표준 / 웹접근성에 대한 이해를 가지고 계신 분기본적인 자료구조 및 알고리즘에 대한 이해를 갖추신 분사용자 중심의 UI/UX에 대한 관심을 가지고 계신 분
flutter 기반의 프로젝트 경험이 있으신 분웹 성능을 측정하여 개선한 경험이 있으신 분Next.js / Typescript 기반의 프로젝트 경험이 있으신 분webpack, rollup, parcel 등의 빌드 도구 설정 경험이 있으신 분단위/통합 테스트 코드 작성 경험이 있으신 분서비스의 초기 설계부터 개발, 출시, 운영의 경험이 있으신 분",rallit
코웨이(주),[코웨이] ERP팀(SAP컨설턴트) 경력직 채용,https://www.rallit.com/positions/1389/%EC%BD%94%EC%9B%A8%EC%9D%B4-erp%ED%8C%80-sap%EC%BB%A8%EC%84%A4%ED%84%B4%ED%8A%B8-%EA%B2%BD%EB%A0%A5%EC%A7%81-%EC%B1%84%EC%9A%A9,"SAP ERP 운영/관리SAP ERP 설계 및 프로세스 개선SAP ERP 고도화 프로젝트 수행SAP ERP 연계 기간계 시스템 구축/고도화 프로젝트 수행SAP ERP ABAP 개발FCM, SCM, HR 등
SAP ERP 구축,운영,개발 경력 3년 이상 필요IT 프로젝트 수행 및 ITO 관리 경험Non-SAP 시스템과의 Interface 설계 경험SAP ERP 모듈 컨설팅 및 ABAP 구현 역량 보유자SAP ERP 모듈 운영(IMG설정, 설계/개발) 역량 보유자조직내/외 소통 중시
SAP ERP 구축 프로젝트 PM수행자SAP S/4 HANA 구축,컨버전 프로젝트 경험자SAP ERP 모듈 또는 ABAP Certification 보유자대기업 SM 및 ITO 운영/관리 경험자",rallit
21세기전파상,개발 총괄 [CTO],https://www.rallit.com/positions/679/%EA%B0%9C%EB%B0%9C-%EC%B4%9D%EA%B4%84-cto,"21세기전파상 웹/앱 어플리케이션 서버/앱 개발API관리 및 운영시스템 개발21세기전파상 서비스 전반의 시스템을 개발합니다.시스템 모니터링을 통해 이슈를 추적하고 성능을 개선합니다.전체적인 비지니스의 요구사항을 함께 파악하고, 서비스의 흐름을 고민하며 문제를 해결하기 위해서 필요한 기술들을 빠르게 습득하고 적용 합니다.
개발조직 리드 경험자좋은 개발문화를 만드는데 관심이 많으신 분주니어 개발자 매니징풀스택 실무 경험 6년 이상Git 사용 및 전반적인 소스 CI/CD 경험자TDD 테스트 주도 개발 경험자MySQL, Node.js express, Nest.js, Next.js, typescript 개발 경험자RESTful API구축 및 설계 경험이 있으신 분CentOS 및 클라우드 컴퓨팅 서버(AWS, NCP)관련한 지식이 있으신 분웹접근성/표준 및 DOM에 대한 이해도가 있는 분클린코드/코드리뷰 문화 적응 가능자
프론트엔드는 next.js, react.js 사용중입니다bootstrap 기반 자체 UI 가이드 개발이 가능하신분",rallit
콘센트릭스 Catalyst,글로벌 웹 분석 관련 개발자,https://www.rallit.com/positions/1681/%EA%B8%80%EB%A1%9C%EB%B2%8C-%EC%9B%B9-%EB%B6%84%EC%84%9D-%EA%B4%80%EB%A0%A8-%EA%B0%9C%EB%B0%9C%EC%9E%90,"• 대규모 글로벌 웹사이트 분석을 위한웹 Tagging 구축 및 검수 업무
웹 개발 경험 2년 이상웹 구축/운영 프로젝트 경험 필수HTML, Java script, JSP 가능하신 분
Adobe Analytics/Google Analytics Tagging 경험서버 사이드 태깅 경험자 우대이공대 졸업하신 분 선호",rallit
씨드앤,데이터 엔지니어 (3년 이상),https://www.rallit.com/positions/3339/%EB%8D%B0%EC%9D%B4%ED%84%B0-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-3%EB%85%84-%EC%9D%B4%EC%83%81,"클라우드 환경에서의 이벤트 스트리밍 플랫폼 설계, 구현 및 관리Apache Kafka 기반 데이터 파이프라인 및 솔루션 개발Kafka 클러스터 구성, 관리 및 모니터링Kafka Streams를 활용한 실시간 데이터 처리 애플리케이션 개발고가용성과 확장성을 갖춘 아키텍처 구축성능 최적화 및 문제 해결
클라우드 환경에서의 Apache Kafka 사용 경험 (3년 이상)Kafka Streams, KSQL 등 스트림 처리 기술에 대한 깊은 이해Java, Scala 또는 Python을 이용한 개발 경험분산 시스템 및 대규모 데이터 처리에 대한 이해
[주요 기술]Apache KafkaKafka StreamsJava클라우드 컴퓨팅(AWS, Azure)Linux분산 시스템실시간 데이터 처리",rallit
(주)편안랩스,프론트엔드 개발자,https://www.rallit.com/positions/3205/%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90,"• 편안랩스의 프론트 영역을 주도적으로 설계하고 개발합니다.• 서비스 구축과 생산성, 성능 향상을 위한 프레임워크 도입 및 아키텍처 설계합니다.• 서비스의 유지를 위한 다양한 어드민 관리 도구를 개발합니다.• 유저 인터페이스의 요구사항 레벨을 분석하고 이해하여 UX 파트와 완결성 있는 프러덕트를 제작합니다.• 확장 가능한 설계를 지향하고 지속적인 서비스의 고도화를 고려하여 개발합니다.
• 5~10년에 준하는 프론트 엔드 개발 경력을 보유하신 분• React, ReactNative, Next.js, Javascript, TypeScript 개발 경험이 많으신 분• Styled-components 경험이 있으신 분• 서버/클라이언트 상태 관리 경험(Tanstack/react-query, SWR, zustand, redux, zotai, recoil) 있으신 분• CI/CD 및 테스트에 대한 경험을 보유하신 분• 서버 사이드 렌더링(SSR) 개발 경험을 보유하신 분• 웹사이트 성능 측정 및 최적화 경험이 있으신 분• 서비스 모니터링 및 품질 개선을 위한 경험을 보유하신 분• UI/UX 구현에 높은 가치를 두고, 보다 나은 사용자 경험을 제공하실 수 있는 분• AWS 등 퍼블릭 클라우드 환경에서 개발 및 운영 경험이 있으신 분• 유연한 사고를 기반으로 동료들과 원활하게 소통하시는 분• 백오피스 환경 개발 경험이 있으신 분
• 처음부터 프로젝트를 구성해본 경험이 있으신 분• TDD/E2E 등 자동화 테스트 코드 관심 있으신 분• CI/CD 자동 배포 및 정적 분석 경험이 있으신 분• Docker를 활용한 컨테이너 기반 개발 및 배포 경험이 있으신 분• React Native 또는 다른 크로스 플랫폼 도구를 활용한 앱 빌드 경험이 있으신 분• 렌더링 퍼포먼스, 번들 용량 최적화 경험이 있으신 분• 코드리뷰와 리팩토링에 대하여 지속적으로 소통하고 개선시킨 경험이 있으신 분• 사내 개발 문화에 대한 발전에 아이디어가 있으신 분• Network와 Web Browser에 대한 전문적인 이해를 갖춘 분• 회계, 페이먼트 등의 시스템 연계 경험이 있거나 서비스 혹은 기술적 도메인의 제약을 넘어 개발하는 것을 즐기시는 분• 연차에 관계 없이 초기 스타트업의 인프라 구축을 직접 해보시고 서비스 런칭부터 운영의 사이클을 경험해 보신 분• 서비스의 다양한 운영 포인트를 효율화 해보셨거나 Slack을 연동한 모니터링 환경을 구축해 보신 분",rallit
주식회사그로잉랩,백엔드 시니어 개발자,https://www.rallit.com/positions/1368/%EB%B0%B1%EC%97%94%EB%93%9C-%EC%8B%9C%EB%8B%88%EC%96%B4-%EA%B0%9C%EB%B0%9C%EC%9E%90,"기존 개발된 버틀러 웹서비스 최적화 및 고도화기업 데이터(API, 크롤링) 서빙 모델 설계 및 개발미국기업 공시사이트 EDGAR 로부터 데이터 수집 및 가공Node.js, MySQL, AWS, Github
웹서비스 개발을 7년이상 경험하신 분AWS 등의 클라우드 기반 서비스를 개발하고 운영한 경험이 있으신 분웹 서비스의 설계/개발/성능 최적화를 경험이 있으신 분빌드, 테스트, 배포 자동화 경험이 있으신 분
다양한 환경에서 개발하신 경험이 있으신 분서비스 인프라 설계 및 관리를 수행하신 분팀 매니징 경험이 있으신 분금융 또는 기업데이터를 활용한 프로젝트 경험이 있으신 분Machine Learning을 활용한 데이터 처리 경험이 있으신 분",rallit
주식회사 페칭,[페칭] 패션 플랫폼 React 프론트엔드 개발자 경력직,https://www.rallit.com/positions/3004/%ED%8E%98%EC%B9%AD-%ED%8C%A8%EC%85%98-%ED%94%8C%EB%9E%AB%ED%8F%BC-react-%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EA%B2%BD%EB%A0%A5%EC%A7%81,"프론트엔드 개발자는 고객이 마주하는 페칭 서비스를 책임지는 핵심 포지션React.js 활용하여 커머스 WEB, ADMIN 구축 담당Web-view와 React-Native를 활용하여 페칭의 앱 개발 담당 .사용기술스택프론트 : React, React Native, NextJS, Tailwind CSS, Recoil, Redux, styled-componentsNotion으로 프로젝트 관리 및 Slack으로 소통
전체 개발 경력이 4년 이상이신 분React 개발 경력 3년 이상 또는 그에 준하는 실력을 갖추신 분Redux 등 상태관리 라이브러리를 이용한 개발 경험이 있으신 분HTML/CSS/JavaScript(ES2015 이상)에 대해 깊이 이해하고 계신 분TypeScript를 사용한 개발 경험이 있으신 분기획자, 디자이너와 의사소통이 원활하신 분항상 기술적으로 더 나은 것을 추구하고 계속 성장하고자 하는 분
성능 최적화에 대해 지속적으로 고민하고 노력하시는 분코드 리뷰 진행을 좋아하며 협업의 가치를 중요하게 생각 하시는 분Flutter 개발 경력 및 경험이 있으신 분",rallit
이수시스템,[이수시스템] 인사솔루션 개발자,https://www.rallit.com/positions/1328/%EC%9D%B4%EC%88%98%EC%8B%9C%EC%8A%A4%ED%85%9C-%EC%9D%B8%EC%82%AC%EC%86%94%EB%A3%A8%EC%85%98-%EA%B0%9C%EB%B0%9C%EC%9E%90,"🛠️이수시스템 협업 툴Microsoft Teams, Notion🛠️인사솔루션 개발자는 이런 일을 합니다!인사솔루션 구축/운영/유지보수/개발 등 솔루션의 전반적인 업무를 합니다프로젝트 Base로 근무하시게 됩니다(서울, 경기, 지방 근무 가능자)프로젝트에서 PL을 담당하게 됩니다
👨‍💻이런 분과 함께 하고 싶어요경력이 4년 이하이지만 열정만큼은 4년차에 뒤지지 않는 분!필요한 개발언어와 환경을 사용할 줄 아시는 분!(Java, Jsp, JavaScript, Spring FrameWork, Oracle DB)
😍 할 수 있으면 더 좋아요관련회사 업무 경험 혹은 인사시스템 프로젝트 경험이 있으신 분!PL/SQL 작성에 능숙하신 분!Vue.js 경험 및 서버 관련 경험이 있으신 분!",rallit
(주)얼라이언스인터넷,Alliance Internet 커머스랩 개발자 채용 공고,https://www.rallit.com/positions/3014/alliance-internet-%EC%BB%A4%EB%A8%B8%EC%8A%A4%EB%9E%A9-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EC%B1%84%EC%9A%A9-%EA%B3%B5%EA%B3%A0,"업무진행 방식은 채용되는 분들과 협의하에 만들어갈 분을 원합니다.LLM 기반 상품 추천 시스템 개발LLM기반 조명+배경 합성 서비스 개발가격비교 시스템 개발쇼핑몰 개발
crossplatform 프런트 엔드 서비스 개발에 관심 있으신 분LLM기반 어플리케이션 개발에 관심 있으신 분커머스 서비스 개발에 관심 있으신 분커머스 서비스 개발 > LLM 기반 추천 시스템 관심 있으신 분커머스 서비스 개발 > 가격비교 시스템 개발에 관심 있으신 분커머스 서비스 개발 > 쇼핑몰 시스템 개발에 관심 있으신 분
react, flutter 등 crossplatform 개발 경험 우대Next.js, FastAPI, PostgreSQL, Redis 기반의 시스템 개발 경험 우대LLM(OpenAI 등)을 활용한 어플리케이션 개발 경험 우대문제 해결을 위한 적극적이고 자율적인 자세",rallit
